date,stock_code,open,high,low,close,volume
2023-07-03,sh.603868,59.36191943,61.22377234,56.38484498,61.11035998,2142885
2023-07-04,sh.603868,60.47714097,61.87589341,59.2579581,61.09145792,951159
2023-07-05,sh.603868,60.94024144,60.94024144,59.7305096,59.87227505,512700
2023-07-06,sh.603868,60.06129565,60.2975714,59.33356634,59.46588076,436662
2023-07-07,sh.603868,59.24850707,60.85518217,58.60583703,59.53203797,521511
2023-07-10,sh.603868,59.38082149,60.2030611,58.70979836,59.8250199,565728
2023-07-11,sh.603868,62.44295521,65.80752189,62.44295521,64.9285761,2809518
2023-07-12,sh.603868,64.14414061,66.02489558,63.30299894,64.90967404,1826081
2023-07-13,sh.603868,64.85296786,65.19320494,63.7944525,64.27645503,754208
2023-07-14,sh.603868,63.84170765,64.43712254,62.51856345,63.20848864,839618
2023-07-17,sh.603868,63.0383701,63.15178246,61.64906869,62.2822877,701300
2023-07-18,sh.603868,62.41460212,68.2364366,62.05546298,66.27062236,1552376
2023-07-19,sh.603868,66.10995485,67.52760935,64.76790859,66.5352512,861477
2023-07-20,sh.603868,66.57305532,67.33858875,65.4956379,66.75262489,823700
2023-07-21,sh.603868,66.3462306,73.42505207,65.83587498,73.25493353,1755786
2023-07-24,sh.603868,73.2454825,74.663137,70.41962453,70.6937044,1608946
2023-07-25,sh.603868,70.882725,71.99794654,70.1266426,71.15680487,928848
2023-07-26,sh.603868,70.80711676,71.15680487,68.15137733,68.7089881,927602
2023-07-27,sh.603868,68.7089881,69.36110917,66.4407409,67.11176403,1193525
2023-07-28,sh.603868,66.77152695,67.15901918,65.73191365,66.38403472,905054
2023-07-31,sh.603868,66.49744708,73.01865778,64.5505349,73.01865778,2462615
2023-08-01,sh.603868,72.30983053,72.65006761,69.24769681,69.83366067,1540187
2023-08-02,sh.603868,69.03977415,70.67480234,68.6144778,69.12483342,1071357
2023-08-03,sh.603868,69.12483342,72.1113589,68.047416,70.70315543,1382602
2023-08-04,sh.603868,70.70315543,71.08119663,69.06812724,69.52177668,628221
