date,stock_code,open,high,low,close,volume
2023-07-03,sh.688475,30.06740328,31.6351636,29.40250493,31.50918286,3131831
2023-07-04,sh.688475,31.19423101,31.9151208,30.39635299,31.34820747,2301773
2023-07-05,sh.688475,31.0752492,31.83113364,30.4453455,30.66231233,1359132
2023-07-06,sh.688475,30.64131554,31.57917216,30.095399,30.87927916,1395254
2023-07-07,sh.688475,30.5853241,31.12424171,29.7454525,30.71830377,1458637
2023-07-10,sh.688475,30.34736048,31.04725348,29.83643859,30.54333052,1377487
2023-07-11,sh.688475,30.24237653,32.38404911,30.17938616,32.03410261,2507734
2023-07-12,sh.688475,32.195078,32.77598919,30.4453455,30.69030805,1660534
2023-07-13,sh.688475,30.45234443,31.11724278,30.4453455,31.01225883,877836
2023-07-14,sh.688475,31.19423101,31.62816467,30.62031875,30.94926846,1074125
2023-07-17,sh.688475,31.02625669,31.46718928,30.0254097,30.22837867,1120947
2023-07-18,sh.688475,30.55732838,30.7253027,30.095399,30.42434871,738620
2023-07-19,sh.688475,30.42434871,30.66931126,30.06040435,30.61331982,731996
2023-07-20,sh.688475,30.61331982,30.61331982,28.8355916,29.10854987,2516710
2023-07-21,sh.688475,29.22753168,29.395506,28.33166864,28.33866757,1868376
2023-07-24,sh.688475,28.33866757,29.1855381,27.91173284,28.60462691,1023628
2023-07-25,sh.688475,29.10155094,29.10155094,28.52763868,28.8355916,1039099
2023-07-26,sh.688475,28.7656023,28.77960016,27.5057949,27.73675959,3000079
2023-07-27,sh.688475,27.95372642,28.1356986,27.19784198,27.32382272,1647153
2023-07-28,sh.688475,27.5057949,27.61077885,26.95987836,27.14884947,1258952
2023-07-31,sh.688475,26.58893507,28.26867827,26.5259447,27.89773498,1822619
2023-08-01,sh.688475,27.86274033,28.32466971,27.2258377,28.21968576,1459519
2023-08-02,sh.688475,28.09370502,28.4156558,27.89773498,28.03771358,723575
2023-08-03,sh.688475,28.03771358,28.05871037,27.46380132,27.79275103,1232766
2023-08-04,sh.688475,27.96072535,28.89858197,27.86274033,28.3456665,1959883
2023-08-07,sh.688475,30.4453455,32.11109084,30.15838937,31.13823957,6155017
2023-08-08,sh.688475,31.5651743,32.1250887,30.98426311,31.87312722,3525359
2023-08-09,sh.688475,31.5651743,32.7549924,31.32721068,31.41819677,3054461
2023-08-10,sh.688475,31.34820747,31.53717858,30.5153348,30.7253027,1579002
2023-08-11,sh.688475,30.85128344,31.01225883,29.92742468,29.9554204,1522298
2023-08-14,sh.688475,29.395506,31.62116574,29.1855381,31.18023315,2872776
2023-08-15,sh.688475,31.43919356,32.44004055,30.80229093,32.28606409,3435874
2023-08-16,sh.688475,32.07609619,32.07609619,30.6553134,30.76729628,1700868
2023-08-17,sh.688475,30.78129414,31.3552064,30.14439151,30.6553134,1739882
2023-08-18,sh.688475,30.78129414,31.62816467,30.61331982,30.795292,2043406
2023-08-21,sh.688475,30.71130484,31.08924706,29.90642789,30.20038295,1316203
2023-08-22,sh.688475,30.39635299,31.85912936,29.8854311,31.71215183,2050420
2023-08-23,sh.688475,31.90812187,31.90812187,30.90027595,31.05425241,1845881
2023-08-24,sh.688475,31.17323422,31.5651743,30.62731768,31.13823957,1759149
2023-08-25,sh.688475,31.39719998,31.39719998,29.91342682,30.5153348,2750284
2023-08-28,sh.688475,32.10409191,32.5450245,30.5853241,31.495185,2927483
2023-08-29,sh.688475,31.48118714,33.8048319,30.83728558,33.41989075,3353020
2023-08-30,sh.688475,33.2449175,34.6447035,32.90196993,33.8048319,2760748
2023-08-31,sh.688475,34.04979445,37.01734077,33.22392071,35.09263502,4709290
2023-09-01,sh.688475,35.09263502,35.72953765,34.38574309,35.31660078,2301609
2023-09-04,sh.688475,35.37959115,37.33929155,34.9246607,36.26145633,3068781
2023-09-05,sh.688475,36.0444895,36.33144563,34.33675058,34.53971955,2760548
2023-09-06,sh.688475,34.294757,35.14162753,34.1547784,34.91066284,1669143
2023-09-07,sh.688475,34.81967675,34.81967675,33.89581799,33.9448105,1325979
2023-09-08,sh.688475,33.65785437,34.86866926,33.39889396,34.74268852,1503714
2023-09-11,sh.688475,34.30875486,34.98765107,33.79083404,34.53272062,1979347
2023-09-12,sh.688475,34.4347356,34.93865856,34.00080194,34.294757,1152355
2023-09-13,sh.688475,34.28775807,35.49857296,33.98680408,35.01564679,1825501
2023-09-14,sh.688475,34.84767247,35.15562539,34.0147998,34.0147998,1099788
2023-09-15,sh.688475,34.28075914,34.42773667,33.594864,34.06379231,729988
2023-09-18,sh.688475,34.12678268,34.44873346,33.65785437,33.75583939,637640
2023-09-19,sh.688475,33.6648533,34.44873346,33.27991215,34.18977305,982324
2023-09-20,sh.688475,34.56071634,35.2046179,32.59401701,32.7549924,1662693
2023-09-21,sh.688475,32.83198063,34.24576449,32.6150138,34.00080194,1865304
2023-09-22,sh.688475,34.28075914,34.46973025,33.04194853,33.77683618,1249264
2023-09-25,sh.688475,34.06379231,35.2746072,33.9448105,34.59571099,1410410
2023-09-26,sh.688475,34.70069494,38.08817706,34.70069494,36.2544574,4294071
2023-09-27,sh.688475,36.40843386,36.41543279,34.67969815,35.2046179,2109282
2023-09-28,sh.688475,35.2746072,35.28160613,33.93081264,34.0847891,1880746
2023-10-09,sh.688475,34.44873346,34.95965535,33.7348426,34.77068424,1534052
2023-10-10,sh.688475,34.77068424,34.8546714,33.85382441,33.88182013,1021102
2023-10-11,sh.688475,33.88182013,35.04364251,33.83982655,34.86866926,1153521
2023-10-12,sh.688475,34.86866926,35.28160613,34.46273132,34.99465,743717
2023-10-13,sh.688475,34.6447035,40.30683787,34.6447035,37.26930225,6397892
2023-10-16,sh.688475,37.15731937,37.69623698,36.0444895,36.6743932,2721048
2023-10-17,sh.688475,36.97534719,37.89920595,36.68839106,37.57725517,1803657
2023-10-18,sh.688475,37.3042969,38.83706257,35.9045109,38.0041899,2177953
2023-10-19,sh.688475,38.09517599,38.09517599,36.61840176,36.86336431,1297978
2023-10-20,sh.688475,37.12932365,37.36728727,35.84152053,36.16347131,1223804
2023-10-23,sh.688475,36.77937715,37.54226052,33.93081264,34.294757,2794690
2023-10-24,sh.688475,33.8748212,34.60270992,33.51087684,34.294757,1958194
2023-10-25,sh.688475,34.32975165,34.99465,34.03579659,34.35074844,922055
2023-10-26,sh.688475,33.88881906,34.34374951,33.12593569,34.00780087,1087807
2023-10-27,sh.688475,33.83982655,35.10663288,33.3149068,34.66570029,1528319
2023-10-30,sh.688475,34.7846821,36.10048094,34.03579659,35.28160613,1373953
2023-10-31,sh.688475,35.25361041,35.45657938,34.7846821,35.40758687,1070770
2023-11-01,sh.688475,35.07863716,35.89051304,34.65170243,34.67269922,830645
2023-11-02,sh.688475,34.67969815,35.53356761,33.8048319,34.98065214,1374148
2023-11-03,sh.688475,35.24661148,36.56940925,34.93165963,36.34544349,1656727
2023-11-06,sh.688475,36.4644253,36.4644253,34.65170243,35.14162753,3214857
2023-11-07,sh.688475,34.9246607,35.15562539,34.23176663,35.02264572,2710853
2023-11-08,sh.688475,34.84767247,35.33059864,34.6447035,35.05064144,999728
2023-11-09,sh.688475,34.99465,35.33059864,34.42773667,34.89666498,905281
2023-11-10,sh.688475,34.75668638,35.05064144,34.32975165,34.99465,1076424
2023-11-13,sh.688475,34.84067354,35.23261362,34.0147998,34.3647463,1478479
2023-11-14,sh.688475,34.26676128,34.70069494,33.98680408,34.12678268,1264142
2023-11-15,sh.688475,34.32975165,35.61755477,34.294757,35.1346286,2186148
2023-11-16,sh.688475,34.86866926,35.50557189,34.21076984,34.73568959,1173416
2023-11-17,sh.688475,34.93865856,34.93865856,34.27376021,34.79867996,1065991
2023-11-20,sh.688475,34.84067354,35.12063074,34.30875486,34.72169173,1056693
2023-11-21,sh.688475,34.7846821,34.84767247,34.16177733,34.21776877,945657
2023-11-22,sh.688475,34.21776877,34.21776877,33.39189503,34.0847891,1374406
2023-11-23,sh.688475,33.86782227,33.9448105,33.1049389,33.46888326,1715208
2023-11-24,sh.688475,33.84682548,33.84682548,33.04894746,33.1749282,742298
2023-11-27,sh.688475,33.02095174,33.48288112,32.0550994,33.00695388,2018406
2023-11-28,sh.688475,32.95096244,33.5248747,32.3350566,33.2449175,814517
2023-11-29,sh.688475,33.06294532,33.11893676,32.1250887,32.56602129,1699504
2023-11-30,sh.688475,32.42604269,32.73399561,32.18807907,32.49603199,745066
2023-12-01,sh.688475,32.39804697,33.25891536,32.09009405,33.25191643,1141627
