date,stock_code,open,high,low,close,volume
2023-07-03,sz.300529,22.084892,22.22768225,21.84690825,22.03729525,7331728
2023-07-04,sz.300529,22.0277759,22.20864355,21.84690825,22.1229694,7441383
2023-07-05,sz.300529,22.03729525,22.13248875,21.5708471,21.75171475,7497061
2023-07-06,sz.300529,21.67555995,21.8754663,21.3614214,21.40901815,6202772
2023-07-07,sz.300529,21.323344,21.4566149,21.18055375,21.18055375,4025050
2023-07-10,sz.300529,21.1710344,21.61844385,21.132957,21.513731,4629951
2023-07-11,sz.300529,21.54228905,21.7421954,21.4185375,21.7421954,3325768
2023-07-12,sz.300529,21.7421954,21.86594695,21.50421165,21.56132775,3140183
2023-07-13,sz.300529,21.59940515,22.0277759,21.5898858,21.90402435,4321366
2023-07-14,sz.300529,20.87593455,21.31382465,20.4475638,20.94257,17381085
2023-07-17,sz.300529,20.8283378,20.93305065,20.561796,20.752183,7294424
2023-07-18,sz.300529,21.2471892,21.3043053,20.5808347,20.8664152,8494159
2023-07-19,sz.300529,20.87593455,20.87593455,20.5237186,20.5808347,5934447
2023-07-20,sz.300529,20.5998734,21.18055375,20.5998734,20.74266365,7269495
2023-07-21,sz.300529,20.79977975,21.1900731,20.70458625,21.0187248,5487907
2023-07-24,sz.300529,20.9616087,21.16151505,20.8664152,21.00920545,3203468
2023-07-25,sz.300529,21.1900731,21.35190205,21.0568022,21.31382465,5072162
2023-07-26,sz.300529,21.25670855,22.3323951,21.1900731,22.084892,11785592
2023-07-27,sz.300529,22.084892,22.45614665,21.9706598,22.2372016,6040620
2023-07-28,sz.300529,22.13248875,23.227214,22.13248875,23.12250115,12723021
2023-07-31,sz.300529,23.14153985,23.3414462,22.4275886,22.5418208,10751106
2023-08-01,sz.300529,22.465666,22.7512465,22.11345005,22.5037434,5478468
2023-08-02,sz.300529,22.3704725,22.5608595,22.22768225,22.3133564,3553043
2023-08-03,sz.300529,22.2562403,22.6370143,22.1991242,22.6179756,4033422
2023-08-04,sz.300529,22.66557235,22.89403675,22.24672095,22.32287575,4749952
2023-08-07,sz.300529,22.1800855,22.28479835,21.67555995,21.9135437,5762027
2023-08-08,sz.300529,21.94210175,22.0468146,21.7231567,22.0087372,3297571
2023-08-09,sz.300529,21.94210175,22.6370143,21.88498565,22.28479835,5122100
2023-08-10,sz.300529,22.1991242,22.3704725,22.084892,22.275279,2670661
2023-08-11,sz.300529,22.275279,22.4466273,21.894505,21.894505,3203616
2023-08-14,sz.300529,21.894505,21.9325824,21.44709555,21.71363735,4201136
2023-08-15,sz.300529,21.69459865,21.82786955,21.3043053,21.513731,4244446
2023-08-16,sz.300529,21.46613425,21.9325824,21.323344,21.59940515,3050950
2023-08-17,sz.300529,21.4566149,21.704118,21.27574725,21.5708471,2891675
2023-08-18,sz.300529,21.56132775,21.5898858,20.97112805,20.9806474,3099522
2023-08-21,sz.300529,20.87593455,21.323344,20.70458625,20.752183,4173088
2023-08-22,sz.300529,20.74266365,20.94257,19.94303825,20.2000607,7374051
2023-08-23,sz.300529,20.24765745,20.2571768,19.4385127,19.44803205,4395048
2023-08-24,sz.300529,19.4765901,20.05727045,19.46707075,19.8954415,3974034
2023-08-25,sz.300529,19.94303825,19.9715963,19.54322555,19.84784475,4055400
2023-08-28,sz.300529,20.94257,21.10439895,19.7431319,19.75265125,4881101
2023-08-29,sz.300529,19.7050545,20.51419925,19.63841905,20.3904477,5043282
2023-08-30,sz.300529,20.3904477,20.7712217,20.3142929,20.3333316,3337317
2023-08-31,sz.300529,20.32381225,20.5237186,20.15246395,20.36188965,9195878
2023-09-01,sz.300529,20.2762155,20.4666025,19.6669771,19.75265125,5079200
2023-09-04,sz.300529,19.71457385,20.2000607,19.65745775,19.990635,4400538
2023-09-05,sz.300529,19.9525576,20.26669615,19.86688345,20.20958005,4325630
2023-09-06,sz.300529,20.1048672,20.752183,19.8954415,20.66650885,5119406
2023-09-07,sz.300529,20.81881845,20.8283378,20.30477355,20.34285095,3293275
2023-09-08,sz.300529,20.2000607,20.53323795,19.96207695,20.4094864,3498074
2023-09-11,sz.300529,20.41900575,20.8473765,20.38092835,20.64747015,4044555
2023-09-12,sz.300529,20.70458625,20.752183,20.4856412,20.60939275,2376627
2023-09-13,sz.300529,20.561796,20.6569895,20.3523703,20.60939275,3133429
2023-09-14,sz.300529,20.5998734,20.74266365,20.2381381,20.30477355,5667470
2023-09-15,sz.300529,20.32381225,20.9616087,20.22861875,20.89497325,6685735
2023-09-18,sz.300529,20.8664152,21.54228905,20.752183,21.3614214,7395354
2023-09-19,sz.300529,21.58036645,21.6850793,21.0758409,21.37094075,4451538
2023-09-20,sz.300529,21.3804601,21.5327697,21.132957,21.37094075,3492414
2023-09-21,sz.300529,21.323344,21.3994988,21.02824415,21.02824415,3470700
2023-09-22,sz.300529,21.02824415,21.9325824,20.7712217,21.90402435,7434500
2023-09-25,sz.300529,21.90402435,21.9706598,21.59940515,21.8564276,5978800
2023-09-26,sz.300529,21.84690825,21.98017915,21.31382465,21.37094075,4351697
2023-09-27,sz.300529,21.3994988,21.94210175,21.3804601,21.67555995,4194959
2023-09-28,sz.300529,21.71363735,21.84690825,21.38997945,21.42805685,4207273
2023-10-09,sz.300529,21.2281505,21.513731,21.0187248,21.12343765,3730034
2023-10-10,sz.300529,21.23766985,21.29478595,20.8092991,20.8664152,3030786
2023-10-11,sz.300529,21.0187248,21.7421954,20.87593455,21.2852666,5184585
2023-10-12,sz.300529,21.3614214,21.513731,21.1139183,21.2091118,3277421
2023-10-13,sz.300529,21.12343765,21.71363735,21.0948796,21.56132775,4601995
2023-10-16,sz.300529,21.63748255,21.67555995,21.06632155,21.18055375,3789059
2023-10-17,sz.300529,21.16151505,21.27574725,20.76170235,21.21863115,2892428
2023-10-18,sz.300529,21.1710344,21.1710344,20.6379508,20.70458625,2679519
2023-10-19,sz.300529,20.5998734,20.81881845,20.45708315,20.4666025,2650618
2023-10-20,sz.300529,20.41900575,20.57131535,20.13342525,20.19054135,2472199
2023-10-23,sz.300529,20.20958005,20.22861875,19.69553515,19.7431319,2899540
2023-10-24,sz.300529,19.96207695,19.990635,19.37187725,19.50514815,4671205
2023-10-25,sz.300529,19.65745775,19.98111565,19.58130295,19.5908223,3488072
2023-10-26,sz.300529,19.5146675,19.63841905,19.1719709,19.3813966,2947801
2023-10-27,sz.300529,19.3052418,20.51419925,19.2100483,20.3333316,6757082
2023-10-30,sz.300529,20.752183,23.227214,20.6189121,22.9225948,21469181
2023-10-31,sz.300529,22.8845174,23.0177883,22.3133564,22.53230145,8714012
2023-11-01,sz.300529,22.60845625,22.656053,21.94210175,22.1039307,5051077
2023-11-02,sz.300529,22.2372016,22.3704725,21.7993115,21.8564276,3977900
2023-11-03,sz.300529,21.86594695,22.03729525,21.77075345,21.78979215,3630369
2023-11-06,sz.300529,22.0277759,22.3514338,21.80883085,22.17056615,6162203
2023-11-07,sz.300529,22.17056615,22.5227821,22.0468146,22.1229694,4881286
2023-11-08,sz.300529,22.22768225,22.41806925,22.0468146,22.1610468,4642254
2023-11-09,sz.300529,22.26575965,22.51326275,21.90402435,21.96114045,4135514
2023-11-10,sz.300529,21.7802728,22.22768225,21.75171475,22.0087372,3328703
2023-11-13,sz.300529,22.0277759,22.13248875,21.704118,21.94210175,4014988
2023-11-14,sz.300529,21.9135437,22.2372016,21.894505,22.09441135,3014378
