date,stock_code,open,high,low,close,volume
2023-07-03,sh.601555,6.48881885,6.98364964,6.48881885,6.91829463,148165915
2023-07-04,sh.601555,6.83426676,6.93696749,6.77824818,6.84360319,66243267
2023-07-05,sh.601555,6.85293962,6.86227605,6.75023889,6.76891175,31941194
2023-07-06,sh.601555,6.76891175,6.80625747,6.71289317,6.75023889,34755950
2023-07-07,sh.601555,6.7222296,7.04900465,6.7222296,6.98364964,93065454
2023-07-10,sh.601555,7.02099536,7.07701394,6.91829463,6.94630392,51646540
2023-07-11,sh.601555,6.98364964,7.08635037,6.92763106,7.04900465,52542342
2023-07-12,sh.601555,7.03966822,7.14236895,6.91829463,6.93696749,49192010
2023-07-13,sh.601555,7.03033179,7.24506968,7.0023225,7.17037824,95041073
2023-07-14,sh.601555,7.11435966,7.19838753,7.01165893,7.02099536,49857996
2023-07-17,sh.601555,6.97431321,7.0956868,6.95564035,6.99298607,34505885
2023-07-18,sh.601555,6.97431321,7.0956868,6.97431321,7.03966822,38387488
2023-07-19,sh.601555,7.02099536,7.0956868,7.01165893,7.08635037,34934659
2023-07-20,sh.601555,7.10502323,7.21706039,7.03966822,7.08635037,76119492
2023-07-21,sh.601555,7.07701394,7.15170538,7.03033179,7.0956868,40912080
2023-07-24,sh.601555,7.05834108,7.14236895,6.98364964,7.08635037,35331719
2023-07-25,sh.601555,7.58118116,7.79591905,7.47848043,7.79591905,274603172
2023-07-26,sh.601555,7.79591905,7.87061049,7.58118116,7.69321832,165576146
2023-07-27,sh.601555,7.7492369,8.00132051,7.63719974,7.7492369,123902839
2023-07-28,sh.601555,7.75857333,8.52416059,7.73056404,8.52416059,321048299
2023-07-31,sh.601555,8.52416059,9.10301925,8.43079629,8.46814201,400089793
2023-08-01,sh.601555,8.33743199,8.67354347,8.2160584,8.35610485,257385909
2023-08-02,sh.601555,8.27207698,8.64553418,8.26274055,8.37477771,149733239
2023-08-03,sh.601555,8.39345057,9.00965495,8.2160584,8.83226278,242728239
2023-08-04,sh.601555,9.13102854,9.26173856,8.80425349,8.83226278,291331380
2023-08-07,sh.601555,8.83226278,8.88828136,8.66420704,8.72956205,136260693
2023-08-08,sh.601555,8.5895156,8.76690777,8.402787,8.59885203,136806507
2023-08-09,sh.601555,8.56150631,8.85093564,8.54283345,8.63619775,124882673
2023-08-10,sh.601555,8.6828799,9.03766424,8.67354347,8.98164566,213571107
2023-08-11,sh.601555,8.85093564,8.85093564,8.38411414,8.41212343,193256592
2023-08-14,sh.601555,8.26274055,8.5895156,8.22539483,8.48681487,128561588
2023-08-15,sh.601555,8.36544128,8.70155276,8.35610485,8.57084274,100950213
2023-08-16,sh.601555,8.47747844,8.78558063,8.31875913,8.56150631,145746788
2023-08-17,sh.601555,8.55216988,8.63619775,8.35610485,8.50548773,119064462
2023-08-18,sh.601555,8.51482416,8.75757134,8.30008627,8.3094227,87799142
2023-08-21,sh.601555,8.23473126,8.29074984,7.92662907,7.9359655,125056398
2023-08-22,sh.601555,8.0293298,8.23473126,7.99198408,8.1226941,101375664
2023-08-23,sh.601555,8.08534838,8.09468481,7.81459191,7.8426012,72793615
2023-08-24,sh.601555,7.91729264,8.20672197,7.88928335,8.04800266,100826477
2023-08-25,sh.601555,8.0293298,8.16937625,7.92662907,8.01065694,58137165
2023-08-28,sh.601555,8.81358992,8.81358992,8.01065694,8.04800266,227496100
2023-08-29,sh.601555,8.04800266,8.04800266,7.71189118,7.94530193,166760600
2023-08-30,sh.601555,7.87994692,7.87994692,7.71189118,7.72122761,99831493
2023-08-31,sh.601555,7.76790976,7.86127406,7.57184473,7.64653617,86434414
2023-09-01,sh.601555,7.63719974,7.69321832,7.55317187,7.59051759,52741591
2023-09-04,sh.601555,7.70255475,7.97331122,7.6558726,7.82392834,134667098
2023-09-05,sh.601555,7.73990047,7.76790976,7.59985402,7.68388189,82148506
2023-09-06,sh.601555,7.63719974,7.72122761,7.60919045,7.66520903,45167995
2023-09-07,sh.601555,7.67454546,7.90795621,7.67454546,7.71189118,103974698
2023-09-08,sh.601555,7.63719974,7.9359655,7.59985402,7.85193763,91644520
2023-09-11,sh.601555,7.83326477,8.14136696,7.7492369,8.00132051,120242319
2023-09-12,sh.601555,7.96397479,8.01065694,7.80525548,7.87061049,69339186
2023-09-13,sh.601555,7.83326477,7.85193763,7.68388189,7.72122761,49488035
2023-09-14,sh.601555,7.77724619,8.00132051,7.71189118,7.88928335,86213370
2023-09-15,sh.601555,7.90795621,7.96397479,7.72122761,7.76790976,63424871
2023-09-18,sh.601555,7.71189118,7.76790976,7.64653617,7.7492369,59761937
2023-09-19,sh.601555,7.7492369,7.90795621,7.69321832,7.82392834,58805018
2023-09-20,sh.601555,7.80525548,7.87061049,7.7492369,7.78658262,31704101
2023-09-21,sh.601555,7.80525548,7.82392834,7.70255475,7.73056404,39695996
2023-09-22,sh.601555,7.72122761,8.04800266,7.69321832,8.01999337,96086188
2023-09-25,sh.601555,7.98264765,8.09468481,7.81459191,8.05733909,97453544
2023-09-26,sh.601555,8.05733909,8.20672197,7.98264765,8.08534838,72196254
2023-09-27,sh.601555,8.10402124,8.14136696,8.01065694,8.06667552,48542330
2023-09-28,sh.601555,8.10402124,8.11335767,7.86127406,7.87061049,62142188
2023-10-09,sh.601555,7.82392834,7.83326477,7.45047114,7.6558726,62377704
2023-10-10,sh.601555,7.67454546,7.78658262,7.63719974,7.66520903,44442964
2023-10-11,sh.601555,7.71189118,7.73990047,7.55317187,7.57184473,41815164
2023-10-12,sh.601555,7.67454546,7.73990047,7.5625083,7.63719974,42362050
2023-10-13,sh.601555,7.58118116,7.62786331,7.53449901,7.58118116,24767280
2023-10-16,sh.601555,7.57184473,7.68388189,7.49715329,7.59051759,36135665
2023-10-17,sh.601555,7.61852688,7.79591905,7.58118116,7.73056404,48798906
2023-10-18,sh.601555,7.6558726,7.78658262,7.6558726,7.73056404,40938192
2023-10-19,sh.601555,7.77724619,7.89861978,7.64653617,7.66520903,46935646
2023-10-20,sh.601555,7.60919045,7.75857333,7.57184473,7.67454546,34047202
2023-10-23,sh.601555,7.64653617,7.64653617,7.40378899,7.45047114,39316831
