date,stock_code,open,high,low,close,volume
2023-07-03,sz.002966,5.9116368,6.1104992,5.9116368,6.0833816,32095854
2023-07-04,sz.002966,6.0743424,6.1285776,6.0291464,6.1104992,16971081
2023-07-05,sz.002966,6.10146,6.146656,6.0653032,6.1195384,12665385
2023-07-06,sz.002966,6.10146,6.1195384,6.011068,6.0291464,10159696
2023-07-07,sz.002966,6.0201072,6.0833816,5.9839504,6.0381856,7877469
2023-07-10,sz.002966,6.0381856,6.0653032,5.9929896,6.0381856,11583643
2023-07-11,sz.002966,6.0472248,6.0924208,6.0020288,6.0743424,10855761
2023-07-12,sz.002966,6.0833816,6.1195384,6.056264,6.0833816,14782426
2023-07-13,sz.002966,6.0924208,6.1195384,6.0653032,6.1104992,12657595
2023-07-14,sz.002966,6.0924208,6.10146,6.0472248,6.0653032,9572610
2023-07-17,sz.002966,6.056264,6.0833816,6.011068,6.0381856,7440950
2023-07-18,sz.002966,6.056264,6.0833816,6.0291464,6.0743424,7440150
2023-07-19,sz.002966,6.0653032,6.0924208,6.0291464,6.0743424,8072430
2023-07-20,sz.002966,6.0743424,6.1104992,6.0653032,6.0833816,8376475
2023-07-21,sz.002966,6.0653032,6.1195384,6.0472248,6.1104992,8422303
2023-07-24,sz.002966,6.0924208,6.0924208,5.9929896,6.0020288,19199270
2023-07-25,sz.002966,6.0291464,6.146656,6.0201072,6.146656,24357283
2023-07-26,sz.002966,6.1376168,6.146656,6.10146,6.1285776,11433047
2023-07-27,sz.002966,6.1285776,6.2460872,6.1195384,6.1828128,15317293
2023-07-28,sz.002966,6.1828128,6.417832,6.1737736,6.3907144,30923012
2023-07-31,sz.002966,6.4539888,6.5353416,6.3997536,6.4539888,35728671
2023-08-01,sz.002966,6.417832,6.508224,6.3816752,6.463028,22152997
2023-08-02,sz.002966,6.4539888,6.4720672,6.3545576,6.3907144,20825184
2023-08-03,sz.002966,6.4359104,6.4901456,6.3635968,6.4720672,15846941
2023-08-04,sz.002966,6.508224,6.5805376,6.4901456,6.5172632,39933762
2023-08-07,sz.002966,6.4720672,6.5263024,6.4359104,6.463028,22283362
2023-08-08,sz.002966,6.4811064,6.5263024,6.4268712,6.5172632,17913116
2023-08-09,sz.002966,6.4811064,6.5714984,6.4539888,6.5353416,19832034
2023-08-10,sz.002966,6.5172632,6.55342,6.4811064,6.508224,13546623
2023-08-11,sz.002966,6.508224,6.5443808,6.372636,6.3816752,28668566
2023-08-14,sz.002966,6.3545576,6.417832,6.2551264,6.2641656,13713782
2023-08-15,sz.002966,6.3093616,6.3455184,6.2008912,6.3093616,14919886
2023-08-16,sz.002966,6.2912832,6.3907144,6.2732048,6.3184008,15194811
2023-08-17,sz.002966,6.3093616,6.417832,6.2551264,6.3003224,14287936
2023-08-18,sz.002966,6.282244,6.372636,6.2732048,6.2732048,11033990
2023-08-21,sz.002966,6.2641656,6.3545576,6.2189696,6.237048,17533474
2023-08-22,sz.002966,6.2641656,6.372636,6.2551264,6.3003224,18668960
2023-08-23,sz.002966,6.3093616,6.4359104,6.2912832,6.32744,26990644
2023-08-24,sz.002966,6.3364792,6.3907144,6.2551264,6.282244,19456260
2023-08-25,sz.002966,6.282244,6.3816752,6.2551264,6.32744,13452878
2023-08-28,sz.002966,6.5895768,6.643812,6.3455184,6.372636,33476601
2023-08-29,sz.002966,6.3455184,6.3997536,6.2008912,6.2641656,40650927
2023-08-30,sz.002966,6.2732048,6.282244,6.1195384,6.1285776,27891977
2023-08-31,sz.002966,6.1285776,6.1828128,6.0833816,6.0924208,18361233
2023-09-01,sz.002966,6.1104992,6.1828128,6.1104992,6.146656,13695471
2023-09-04,sz.002966,6.1556952,6.3997536,6.146656,6.3364792,39974845
2023-09-05,sz.002966,6.3184008,6.3545576,6.2099304,6.2460872,24128893
2023-09-06,sz.002966,6.2460872,6.32744,6.2189696,6.2912832,12634064
2023-09-07,sz.002966,6.2912832,6.3816752,6.2551264,6.2732048,15499905
2023-09-08,sz.002966,6.2641656,6.3093616,6.237048,6.2732048,9709865
2023-09-11,sz.002966,6.2641656,6.3545576,6.2641656,6.3184008,12842421
2023-09-12,sz.002966,6.3093616,6.3455184,6.2732048,6.2912832,8056110
2023-09-13,sz.002966,6.2912832,6.3184008,6.2641656,6.282244,8252458
2023-09-14,sz.002966,6.3003224,6.3364792,6.2732048,6.3364792,12221862
2023-09-15,sz.002966,6.372636,6.4268712,6.3364792,6.372636,20632423
2023-09-18,sz.002966,6.372636,6.4087928,6.2912832,6.4087928,16477032
2023-09-19,sz.002966,6.3907144,6.4268712,6.3635968,6.417832,18385281
2023-09-20,sz.002966,6.4268712,6.4449496,6.3907144,6.417832,12484448
2023-09-21,sz.002966,6.4359104,6.4539888,6.3545576,6.3907144,15470415
2023-09-22,sz.002966,6.3997536,6.463028,6.3455184,6.3997536,17663604
2023-09-25,sz.002966,6.3816752,6.4268712,6.3455184,6.3907144,16680908
2023-09-26,sz.002966,6.3907144,6.4087928,6.3184008,6.3364792,13907046
2023-09-27,sz.002966,6.3545576,6.3545576,6.2460872,6.2641656,17328760
2023-09-28,sz.002966,6.2460872,6.3003224,6.2189696,6.2280088,20738530
2023-10-09,sz.002966,6.2099304,6.2280088,6.1285776,6.1737736,21346547
2023-10-10,sz.002966,6.1737736,6.237048,6.146656,6.1647344,17590020
2023-10-11,sz.002966,6.1737736,6.1828128,6.0743424,6.0833816,19590946
2023-10-12,sz.002966,6.1376168,6.2008912,6.1376168,6.146656,17764585
2023-10-13,sz.002966,6.1104992,6.2099304,6.10146,6.1647344,20452190
2023-10-16,sz.002966,6.1647344,6.2099304,6.1104992,6.191852,18529162
2023-10-17,sz.002966,6.191852,6.2280088,6.146656,6.2008912,16173049
2023-10-18,sz.002966,6.191852,6.237048,6.1376168,6.1647344,15782720
2023-10-19,sz.002966,6.146656,6.146656,6.0291464,6.0381856,22844504
2023-10-20,sz.002966,6.0201072,6.056264,5.9025976,6.011068,19767841
