profit_code,profit_pubDate,profit_statDate,profit_roeAvg,profit_npMargin,profit_gpMargin,profit_netProfit,profit_epsTTM,profit_MBRevenue,profit_totalShare,profit_liqaShare,operation_code,operation_pubDate,operation_statDate,operation_NRTurnRatio,operation_NRTurnDays,operation_INVTurnRatio,operation_INVTurnDays,operation_CATurnRatio,operation_AssetTurnRatio,growth_code,growth_pubDate,growth_statDate,growth_YOYEquity,growth_YOYAsset,growth_YOYNI,growth_YOYEPSBasic,growth_YOYPNI,balance_code,balance_pubDate,balance_statDate,balance_currentRatio,balance_quickRatio,balance_cashRatio,balance_YOYLiability,balance_liabilityToAsset,balance_assetToEquity,cash_code,cash_pubDate,cash_statDate,cash_CAToAsset,cash_NCAToAsset,cash_tangibleAssetToAsset,cash_ebitToInterest,cash_CFOToOR,cash_CFOToNP,cash_CFOToGr,dupont_code,dupont_pubDate,dupont_statDate,dupont_dupontROE,dupont_dupontAssetStoEquity,dupont_dupontAssetTurn,dupont_dupontPnitoni,dupont_dupontNitogr,dupont_dupontTaxBurden,dupont_dupontIntburden,dupont_dupontEbittogr,statDate
sh.600487,2020-10-31,2020-09-30,0.060284,0.035011,0.159730,888024292.990000,0.537047,,1952764320.00,1905123032.00,sh.600487,2020-10-31,2020-09-30,2.507911,107.659314,4.409131,61.236563,0.950534,0.604909,sh.600487,2020-10-31,2020-09-30,0.140102,0.041358,-0.220683,-0.278400,-0.263964,sh.600487,2020-10-31,2020-09-30,1.371874,1.118237,0.295666,-0.090422,0.565920,2.303721,sh.600487,2020-10-31,2020-09-30,0.632135,0.367865,0.278714,2.700546,0.014073,0.401970,0.014073,sh.600487,2020-10-31,2020-09-30,0.060284,2.892594,0.604909,0.984061,0.035011,0.859290,0.694851,0.058637,2020-09-30
